industrycode,description,employment,output,employeecompensation,proprietorincome,otherpropertytypeincome,taxonproductionandimports,county
400,Wholesale - Other nondurable goods merchant wholesalers,106.13589,34722880,6898507,376729.66,5823457,7094962,WA_041
401,Wholesale - Wholesale electronic markets and agents and brokers,96.812706,5212005,7164242,727370.94,-3565778.3,94450.992,WA_041
402,Retail - Motor vehicle and parts dealers,263.78012,37039784,12653144,1084436.4,983908.88,11957278,WA_041
403,Retail - Furniture and home furnishings stores,77.74025,7868807.5,2466427.3,665811.38,214124.66,1809894.3,WA_041
404,Retail - Electronics and appliance stores,64.252037,6308760.5,1677972.1,1378842,-562888.38,1469219.1,WA_041
405,Retail - Building material and garden equipment and supplies stores,373.97681,46400256,14361511,1560454.3,2162794,15193028,WA_041
406,Retail - Food and beverage stores,650.35211,50742760,20021520,625286.5,1474787.3,9970828,WA_041
407,Retail - Health and personal care stores,195.49048,15160211,6354217,892515.5,169228.25,2247752.3,WA_041
408,Retail - Gasoline stores,259.51895,34708524,7064782.5,3160771.3,697815.13,10687318,WA_041
409,Retail - Clothing and clothing accessories stores,390.65778,35693156,8351086.5,94240.977,652700.19,9191360,WA_041
410,"Retail - Sporting goods, hobby, musical instrument and book stores",154.89754,8385855.5,2067626.3,596149.25,166431.48,2188872.8,WA_041
411,Retail - General merchandise stores,527.57477,46706508,18318784,129631.15,593256.44,13318126,WA_041
412,Retail - Miscellaneous store retailers,443.5419,31585960,13812880,6551914,-2812668.5,5831979,WA_041
413,Retail - Nonstore retailers,420.70969,52737400,4675064,4294920,3994797.8,9560233,WA_041
414,Air transportation,75.590195,24086368,4535101,527968.69,4892544.5,4411168.5,WA_041
415,Rail transportation,86.314644,39685040,10666228,0,8419333,-21376.58,WA_041
416,Water transportation,1.1094028,598093.75,0,3539.9819,0,25372.793,WA_041
417,Truck transportation,509.70193,93266584,32764404,8749381,3917316,2581695.5,WA_041
418,Transit and ground passenger transportation,168.32788,6014529,482693.69,2750200,199160.97,132480.08,WA_041
419,Pipeline transportation,.76752883,393653.15625,90223.719,0,66595.469,134662.86,WA_041
420,Scenic and sightseeing transportation and support activities for transportation,84.570633,17428914,2934848,7029796,204235.16,304386.63,WA_041
421,Couriers and messengers,64.473976,4510833,615299.5,555834.13,161428.59,106647.84,WA_041
422,Warehousing and storage,589.88806,67163520,28133662,228344.58,3557094,628916.69,WA_041
423,Newspaper publishers,58.047092,4051427.25,1468278.3,13255.31,814091.81,93510.063,WA_041
424,Periodical publishers,4.3699584,540540.625,136766.2,3189.8208,56121.473,11582.91,WA_041
425,Book publishers,8.388113,2109264.75,146821.95,9941.7861,279946.44,53078.266,WA_041
426,"Directory, mailing list, and other publishers",0,0,0,0,0,0,WA_041
427,Greeting card publishing,0,0,0,0,0,0,WA_041
428,Software publishers,27.25069,5805238,1526973.9,9163.7061,2204129,224135.13,WA_041
429,Motion picture and video industries,23.01967,3770303.75,513175.59,50696.078,236025.38,128317.51,WA_041
430,Sound recording industries,1.3893682,274229.53125,15396.063,14154.235,29121.625,39387.141,WA_041
431,Radio and television broadcasting,15.215028,4003128.5,479112.88,346874.78,-395040.88,85339.117,WA_041
432,Cable and other subscription programming,0,0,0,0,0,0,WA_041
433,Wired telecommunications carriers,49.338017,21104670,5028238.5,-85081.383,2248811.3,1661053.1,WA_041
434,Wireless telecommunications carriers (except satellite),11.859944,14589974,571367.06,-27312.605,1414449.8,916094.19,WA_041
435,"Satellite, telecommunications resellers, and all other telecommunications",6.9094834,1914366.625,320560.69,-11726.288,44216.449,111799.6,WA_041
436,"Data processing, hosting, and related services",8.532383,2422346.75,184050.77,71101.25,164185.69,48251.402,WA_041
437,"News syndicates, libraries, archives and all other information services",0,0,0,0,0,0,WA_041
438,Internet publishing and broadcasting and web search portals,5.4619102,3431349.25,96676.906,14202.034,130919.68,46296.059,WA_041
439,Nondepository credit intermediation and related activities,63.076897,9977488,3301258.3,314409.88,797852.63,474036.16,WA_041
440,Securities and commodity contracts intermediation and brokerage,0,0,0,0,0,0,WA_041
441,Monetary authorities and depository credit intermediation,220.28093,59328732,11362780,43674.637,13433545,1641018.5,WA_041
442,Other financial investment activities,292.91971,25429754,1223308.6,137203.17,95122.094,509817.84,WA_041
443,Direct life insurance carriers,0,0,0,0,0,0,WA_041
444,"Insurance carriers, except direct life",53.017639,29833192,3107122.3,2252.6643,4264848,2172305.8,WA_041
445,"Insurance agencies, brokerages, and related activities",130.99782,23351002,3807118.8,324119.13,1535061.8,251330.2,WA_041
446,"Funds, trusts, and other financial vehicles",84.161179,26659720,3428912.5,652687.31,159600.02,24946.547,WA_041
447,Other real estate,915.95563,151448000,6179325.5,14830813,20939666,4000331.5,WA_041
448,Tenant-occupied housing,156.98013,27431714,490454.31,2558650.3,11909477,6186555.5,WA_041
449,Owner-occupied dwellings,0,336753664,0,0,228238816,38288132,WA_041
450,Automotive equipment rental and leasing,12.134691,3737398.25,574166.69,46520.574,1110419.6,966079.94,WA_041
451,General and consumer goods rental except video tapes and discs,61.978905,7651189.5,2013787.8,387409,301987.78,2126833.3,WA_041
452,Video tape and disc rental,21.24045,2822085,867805.44,105911.59,293526.53,579409.94,WA_041
453,Commercial and industrial machinery and equipment rental and leasing,61.636101,23031292,4741816.5,194956.78,7252618,3710060.8,WA_041
454,Lessors of nonfinancial intangible assets,2.4445989,6164366,251696.34,27923.023,4702767,214776.53,WA_041
455,Legal services,121.07859,23424464,3190573.8,2115182.3,3130191,6895231.5,WA_041
456,"Accounting, tax preparation, bookkeeping, and payroll services",215.15028,19821580,3497155,5279844,2363539.8,356720,WA_041
457,"Architectural, engineering, and related services",144.05634,19579942,4383978.5,1976131.9,1298421.3,299724.78,WA_041
458,Specialized design services,20.576439,1049390.375,20825.584,628610.31,578.33234,68120.07,WA_041
459,Custom computer programming services,62.936249,7751815.5,3131623,469708.06,709087.75,257139.39,WA_041
460,Computer systems design services,87.933884,8629246,3278961,1732196.6,71944.234,305869.28,WA_041
461,"Other computer related services, including facilities management",3.2935495,630953.4375,58167.801,79272.797,59002.676,26510.363,WA_041
462,Management consulting services,97.248665,9309285,2411386.8,2325108.8,-37848.32,138651.81,WA_041
463,Environmental and other technical consulting services,73.956772,5900660,1698324.3,1869990.3,-172636.41,98262.578,WA_041
464,Scientific research and development services,227.3342,49679372,11743416,434919.44,7965598.5,724323.94,WA_041
465,"Advertising, public relations, and related services",12.186792,1447385.5,130179.2,252460.36,98690.695,42561.414,WA_041
466,Photographic services,1.2188501,4127.34716796875,43005.352,0,-66402.852,4667.1665,WA_041
467,Veterinary services,76.948921,7245550.5,2296938.5,380560.75,1554989.4,133212.27,WA_041
468,"Marketing research and all other miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,WA_041
469,Management of companies and enterprises,108.51295,11760938,4235578,-60393.645,466661.47,273841.34,WA_041
470,Office administrative services,55.221653,3062667.5,2239980,405507.06,-1708903.1,55696.602,WA_041
471,Facilities support services,0,0,0,0,0,0,WA_041
472,Employment services,363.72064,31616734,11481564,120327.18,6202529,619848.13,WA_041
473,Business support services,144.7933,10149887,6223008.5,580226.31,-1120828.8,294857.66,WA_041
474,Travel arrangement and reservation services,0,0,0,0,0,0,WA_041
475,Investigation and security services,55.405918,2295295.75,798243.38,390795.38,4292.4287,109014.06,WA_041
476,Services to buildings,248.95552,10196384,1599441.3,3470274,22108.74,597248.63,WA_041
477,Landscape and horticultural services,158.6541,8047507.5,1808823.3,1903586.5,52491.301,519061.16,WA_041
478,Other support services,108.08929,13487209,5504882.5,282937.38,1460879.6,373382.66,WA_041
479,Waste management and remediation services,174.24979,43780884,12376878,237866.56,8955506,5998573.5,WA_041
480,Elementary and secondary schools,27.485125,943776.0625,685259.94,90767.203,-104322.91,27296.127,WA_041
481,"Junior colleges, colleges, universities, and professional schools",97.002205,5240033.5,1668121.9,62657.387,592777.31,202109.92,WA_041
482,Other educational services,177.1543,8490881,2988070.3,1505140.6,-468565.47,228744.44,WA_041
483,Offices of physicians,485.4827,75563432,37653892,1793005.6,6884353,730445.63,WA_041
484,Offices of dentists,236.90805,25243954,11021194,850933.69,3117821.5,210528.13,WA_041
485,Offices of other health practitioners,272.70404,15987735,6383655,4276058,-947414,307353.41,WA_041
486,Outpatient care centers,484.77823,62530172,31542836,350025.22,1057228.5,537141.44,WA_041
487,Medical and diagnostic laboratories,12.593928,2968500.25,1252248.6,77428.078,720990.25,21220.697,WA_041
488,Home health care services,144.23003,8221811.5,4247646,3629189.8,-1568942.1,72497.688,WA_041
489,Other ambulatory health care services,0,0,0,0,0,0,WA_041
490,Hospitals,871.51886,171845264,85694912,132805.34,11637780,2568101.3,WA_041
491,Nursing and community care facilities,576.87915,42106804,21352710,441514.25,256935.09,1036060.4,WA_041
492,"Residential mental retardation, mental health, substance abuse and other facilities",249.58304,16444260,10578337,19210.906,48362.422,250524.34,WA_041
493,Individual and family services,663.07733,22926932,14774333,727400.19,-1555191.9,338367.31,WA_041
494,Child day care services,177.46671,6365512,3187951.3,316128.34,687682.06,161210.36,WA_041
495,"Community food, housing, and other relief services, including rehabilitation services",78.51841,7224883.5,3018329.5,35998.359,275018.09,87818.109,WA_041
496,Performing arts companies,25.012157,2717900.5,867085,35835.988,612346.69,62438.074,WA_041
497,Commercial Sports Except Racing,1.4183179,89290.3203125,24407.17,0,82.587555,3854.9683,WA_041
498,Racing and Track Operation,1.4186689,120524.1171875,24412.68,0,28816.873,3260.3665,WA_041
499,"Independent artists, writers, and performers",40.20583,841932.625,182357.06,257397.41,135430.92,39598.836,WA_041
500,Promoters of performing arts and sports and agents for public figures,17.207493,1974713.875,104617.81,75553.211,165262.45,65008.91,WA_041
501,"Museums, historical sites, zoos, and parks",3.6576149,239554.140625,85910.891,0,14671.621,3831.9958,WA_041
502,Amusement parks and arcades,1.3513494,88903.9375,21357.822,0,4582.626,34553.496,WA_041
503,Gambling industries (except casino hotels),38.590935,5419223.5,792412.25,406593.94,1130407.8,1002109.2,WA_041
504,Other amusement and recreation industries,52.482048,2857194,1181431.1,38534.441,-7015.6807,438339.22,WA_041
505,Fitness and recreational sports centers,160.4241,6140101.5,2009897.5,34803.641,224592.63,1137976.5,WA_041
506,Bowling centers,11.460407,730385.75,262053.16,24667.697,39867.367,109899.87,WA_041
507,"Hotels and motels, including casino hotels",173.27826,19904828,4224212.5,873253.38,3607058.3,4177387.3,WA_041
508,Other accommodations,85.060768,6844253.5,2752628.5,1062644.1,633941.63,619155.56,WA_041
509,Full-service restaurants,813.79169,58500728,20591946,644507.94,8667137,6265547.5,WA_041
510,Limited-service restaurants,1074.7533,86218744,21697324,1345381.5,9520553,11077406,WA_041
511,All other food and drinking places,705.56476,49261184,23044976,1200208.6,6048568,4470530,WA_041
512,"Automotive repair and maintenance, except car washes",421.55347,44487588,17847210,4557158,-1382893.6,10366165,WA_041
513,Car washes,214.31781,28364824,9537317,1268326.6,1151311.3,8081913,WA_041
514,Electronic and precision equipment repair and maintenance,20.97954,2870625.25,665032.06,211788.58,368023.75,348169.72,WA_041
515,Commercial and industrial machinery and equipment repair and maintenance,45.935368,6768467.5,2681350.5,674255,337638.97,816178.69,WA_041
516,Personal and household goods repair and maintenance,67.745056,5753267.5,1042439.8,3554736,-505851.22,707970.38,WA_041
517,Personal care services,191.66974,8659904,1416692.6,6284912,-894184.5,474253.19,WA_041
518,Death care services,28.264887,1926795.625,573968.5,99103.203,125484.95,245258.75,WA_041
519,Dry-cleaning and laundry services,13.340988,722568.9375,181428.34,204929.78,4513.7954,88611.531,WA_041
520,Other personal services,153.78769,7346495,1379483.8,5247164.5,-1131163,482341.5,WA_041
521,Religious organizations,545.35657,48253848,21368062,70937.102,-9855635,0,WA_041
522,"Grantmaking, giving, and social advocacy organizations",18.197424,4323663,722425.69,119936.3,1729628.6,199640.88,WA_041
523,Business and professional associations,22.790674,3681893.25,904511.25,151608.5,581952.88,241861.86,WA_041
524,Labor and civic organizations,47.724106,4966299,784393.69,167244.36,1306916.1,310342.06,WA_041
525,Private households,302.97784,6606454.5,6606454.5,0,-8.8817842e-10,0,WA_041
526,Postal service,135.16708,13525924,12258296,0,12207.323,0,WA_041
527,Federal electric utilities,7.9693842,12983954,2752182,0,2173655.3,0,WA_041
528,Other federal government enterprises,.13400485,35610.7265625,11598.119,0,6652.1738,-3867.2449,WA_041
529,State government passenger transit,0,0,0,0,0,0,WA_041
530,State government electric utilities,0,0,0,0,0,0,WA_041
531,Other state government enterprises,6.3625231,1217789,359499.13,0,135691.47,-35741.324,WA_041
532,Local government passenger transit,80.836884,5152777,5850439.5,0,-8064803,-915.92529,WA_041
533,Local government electric utilities,130.17618,81266288,16601219,0,28479104,0,WA_041
534,Other local government enterprises,60.694447,25049456,7033724,0,9229156,-819174.44,WA_041
535,* Not an industry (Used and secondhand goods),0,0,0,0,0,0,WA_041
536,* Not an industry (Scrap),0,0,0,0,0,0,WA_041
537,* Not an industry (Rest of world adjustment),0,0,0,0,0,0,WA_041
538,* Not an industry (Noncomparable foreign imports),0,0,0,0,0,0,WA_041
539,"* Employment and payroll of state govt, education",546.3418,32302646,27854792,0,4447854.5,0,WA_041
540,"* Employment and payroll of state govt, non-education",592.646,51111060,43775444,0,7335615,0,WA_041
541,"* Employment and payroll of local govt, education",2223.5063,147216064,125796208,0,21419848,0,WA_041
542,"* Employment and payroll of local govt, non-education",1111.4504,94672792,80836120,0,13836669,0,WA_041
543,"* Employment and payroll of federal govt, military",216.30348,8613244,7184040.5,0,1429203.6,0,WA_041
544,"* Employment and payroll of federal govt, non-military",76.053749,10992496,7302637.5,0,3689859.5,0,WA_041
1,Oilseed farming,.089317955,75033.5859375,461.12885,43400.207,28244.77,-884.14899,WA_039
2,Grain farming,52.866394,10150043,1961492.8,2115370.5,1821797.3,-4233349,WA_039
3,Vegetable and melon farming,102.77753,6566566,3272472.5,515588.66,-528188.88,1132.0968,WA_039
4,Fruit farming,814.80988,45547076,15552916,5038964,4799001,9712.6113,WA_039
5,Tree nut farming,.965029,31198.712890625,36031.645,2144.8262,-8548.0664,13.265216,WA_039
6,"Greenhouse, nursery, and floriculture production",38.68412,3219263.25,1980701.1,153183.08,-158943.06,307.18774,WA_039
7,Tobacco farming,0,0,0,0,0,0,WA_039
8,Cotton farming,0,0,0,0,0,0,WA_039
9,Sugarcane and sugar beet farming,0,0,0,0,0,0,WA_039
10,All other crop farming,402.12537,6165236,4027701.8,575200.63,-684525.69,-96943.578,WA_039
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",96.70208,13457953,415104.38,1718292.9,2972575.5,636805.31,WA_039
12,Dairy cattle and milk production,15.401729,6053399,484714.34,251671.58,385449.38,22718.615,WA_039
13,Poultry and egg production,.18500938,117431.9453125,13750.063,699.90369,-978.28455,3669.8479,WA_039
14,"Animal production, except cattle and poultry and eggs",22.361637,3997265.5,699135.13,1151186.3,1712960.9,252671.88,WA_039
15,"Forestry, forest products, and timber tract production",.7333222,66812.546875,51010.727,0,-185.37157,1681.877,WA_039
16,Commercial logging,113.23234,13209806,4516517,4858578.5,-297555.66,338405.38,WA_039
17,Commercial fishing,0,0,0,0,0,0,WA_039
18,Commercial hunting and trapping,1.1319447,73405.5703125,0,48801.723,0,11454.019,WA_039
19,Support activities for agriculture and forestry,381.61133,21643186,23110352,112805.99,-4944863.5,490539.09,WA_039
20,Oil and gas extraction,0,0,0,0,0,0,WA_039
21,Coal mining,0,0,0,0,0,0,WA_039
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0,WA_039
23,Iron ore mining,0,0,0,0,0,0,WA_039
24,Gold ore mining,0,0,0,0,0,0,WA_039
25,Silver ore mining,0,0,0,0,0,0,WA_039
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0,WA_039
27,Other metal ore mining,0,0,0,0,0,0,WA_039
28,Stone mining and quarrying,.75826371,144995.609375,34720.723,14842.696,-897.53925,5938.415,WA_039
29,Sand and gravel mining,.85154039,137107.625,49406.43,11838.775,-516.32489,5614.5083,WA_039
30,"Other clay, ceramic, refractory minerals mining",0,0,0,0,0,0,WA_039
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0,WA_039
32,Phosphate rock mining,0,0,0,0,0,0,WA_039
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0,WA_039
34,Other nonmetallic minerals,0,0,0,0,0,0,WA_039
35,Drilling oil and gas wells,0,0,0,0,0,0,WA_039
36,Support activities for oil and gas operations,0,0,0,0,0,0,WA_039
37,Metal mining services,0,0,0,0,0,0,WA_039
38,Other nonmetallic minerals services,0,0,0,0,0,0,WA_039
39,Electric power generation - Hydroelectric,0,0,0,0,0,0,WA_039
40,Electric power generation - Fossil fuel,0,0,0,0,0,0,WA_039
41,Electric power generation - Nuclear,0,0,0,0,0,0,WA_039
42,Electric power generation - Solar,0,0,0,0,0,0,WA_039
43,Electric power generation - Wind,34.594322,59850056,2420623.3,919.08923,27631938,10647183,WA_039
44,Electric power generation - Geothermal,0,0,0,0,0,0,WA_039
45,Electric power generation - Biomass,0,0,0,0,0,0,WA_039
46,Electric power generation - All other,0,0,0,0,0,0,WA_039
47,Electric power transmission and distribution,3.0484436,4889867,293861.63,105.52312,1139489.8,1066595.8,WA_039
48,Natural gas distribution,25.098007,25461970,2980630.5,-3442.0605,8611302,3514361.5,WA_039
49,"Water, sewage and other systems",4.3870745,1014345.3125,115054.97,201.34279,203126.25,193933.63,WA_039
50,Construction of new health care structures,16.218281,1998244.875,305291.91,468183.13,189144.5,37160.422,WA_039
51,Construction of new manufacturing structures,30.063066,4175797,924737.38,740786.88,329720.75,62535.645,WA_039
52,Construction of new power and communication structures,36.259651,5132570,695942.38,1053440.3,648112.31,111133.2,WA_039
53,Construction of new educational and vocational structures,43.877697,4986352.5,1183727.4,982911.06,540416.13,80279.586,WA_039
54,Construction of new highways and streets,36.874207,6666818.5,1074837,916299.94,1025797.4,108652.13,WA_039
55,"Construction of new commercial structures, including farm structures",63.358887,7072355.5,1237755.6,1806731,287993.25,179249.56,WA_039
56,Construction of other new nonresidential structures,91.648163,7814427.5,2074120.3,2564729.3,-1141311.9,129802.38,WA_039
57,Construction of new single-family residential structures,102.53511,12331172,1910508.8,2984176.8,1101046.5,260522.02,WA_039
58,Construction of new multifamily residential structures,31.896803,2689084.75,597198.25,930195.63,349760.41,53646.105,WA_039
59,Construction of other new residential structures,72.363213,12562953,1421261.5,2062502.4,926447.38,348031.06,WA_039
60,Maintenance and repair construction of nonresidential structures,48.886921,8664800,925241.69,1423655.8,487751.59,226093.42,WA_039
61,Maintenance and repair construction of residential structures,23.229198,4326093,444395.75,609084.94,289851.03,205192.42,WA_039
62,"Maintenance and repair construction of highways, streets, bridges, and tunnels",17.594761,1711959.375,337402.44,509678.13,-149507.69,44959.145,WA_039
63,Dog and cat food manufacturing,0,0,0,0,0,0,WA_039
64,Other animal food manufacturing,.28561774,311545,29689.654,0,18299.668,8888.1387,WA_039
65,Flour milling,0,0,0,0,0,0,WA_039
66,Rice milling,0,0,0,0,0,0,WA_039
67,Malt manufacturing,0,0,0,0,0,0,WA_039
68,Wet corn milling,0,0,0,0,0,0,WA_039
69,Soybean and other oilseed processing,0,0,0,0,0,0,WA_039
70,Fats and oils refining and blending,0,0,0,0,0,0,WA_039
71,Breakfast cereal manufacturing,0,0,0,0,0,0,WA_039
72,Beet sugar manufacturing,0,0,0,0,0,0,WA_039
73,Sugar cane mills and refining,0,0,0,0,0,0,WA_039
74,Nonchocolate confectionery manufacturing,20.431208,7568605,630036.38,0,265835.09,43608.484,WA_039
75,Chocolate and confectionery manufacturing from cacao beans,0,0,0,0,0,0,WA_039
76,Confectionery manufacturing from purchased chocolate,0,0,0,0,0,0,WA_039
77,"Frozen fruits, juices and vegetables manufacturing",0,0,0,0,0,0,WA_039
78,Frozen specialties manufacturing,0,0,0,0,0,0,WA_039
79,Canned fruits and vegetables manufacturing,1.6910213,755547,54809.242,0,40603.832,3824.7864,WA_039
80,Canned specialties,0,0,0,0,0,0,WA_039
81,Dehydrated food products manufacturing,0,0,0,0,0,0,WA_039
82,Cheese manufacturing,0,0,0,0,0,0,WA_039
83,"Dry, condensed, and evaporated dairy product manufacturing",0,0,0,0,0,0,WA_039
84,Fluid milk manufacturing,0,0,0,0,0,0,WA_039
85,Creamery butter manufacturing,0,0,0,0,0,0,WA_039
86,Ice cream and frozen dessert manufacturing,0,0,0,0,0,0,WA_039
87,Frozen cakes and other pastries manufacturing,7.121757,646139.1875,213275.2,3433.2268,24740.979,119598.59,WA_039
88,Poultry processing,0,0,0,0,0,0,WA_039
89,"Animal, except poultry, slaughtering",.16799715,107364.359375,3922.5244,0,1261.0028,863.42896,WA_039
90,Meat processed from carcasses,.16801743,80510.015625,3922.7856,0,346.89984,615.24689,WA_039
91,Rendering and meat byproduct processing,.16822742,55685.13671875,3925.3379,0,464.68677,895.73602,WA_039
92,Seafood product preparation and packaging,0,0,0,0,0,0,WA_039
93,"Bread and bakery product, except frozen, manufacturing",12.343644,1503024.5,307247.81,3424.5457,70516.539,92293.805,WA_039
94,Cookie and cracker manufacturing,0,0,0,0,0,0,WA_039
95,"Dry pasta, mixes, and dough manufacturing",0,0,0,0,0,0,WA_039
96,Tortilla manufacturing,0,0,0,0,0,0,WA_039
97,Roasted nuts and peanut butter manufacturing,.75897396,369236.625,53347.305,0,58132.84,1716.0603,WA_039
98,Other snack food manufacturing,.77212942,405146.34375,55115.188,0,49904.813,2488.5366,WA_039
99,Coffee and tea manufacturing,0,0,0,0,0,0,WA_039
100,Flavoring syrup and concentrate manufacturing,0,0,0,0,0,0,WA_039
101,"Mayonnaise, dressing, and sauce manufacturing",0,0,0,0,0,0,WA_039
102,Spice and extract manufacturing,0,0,0,0,0,0,WA_039
103,All other food manufacturing,0,0,0,0,0,0,WA_039
104,Bottled and canned soft drinks & water,0,0,0,0,0,0,WA_039
105,Manufactured ice,0,0,0,0,0,0,WA_039
106,Breweries,58.684837,23623488,1544168.1,66560.766,1976470.6,2026974.5,WA_039
107,Wineries,132.71753,41877760,5178352,88992.711,3167245.5,1233170.8,WA_039
108,Distilleries,10.450246,9960418,331966.69,32920.098,809811.19,2489921.5,WA_039
109,Tobacco product manufacturing,0,0,0,0,0,0,WA_039
110,"Fiber, yarn, and thread mills",0,0,0,0,0,0,WA_039
111,Broadwoven fabric mills,.46140197,94145.8828125,0,18923.375,0,1225.123,WA_039
112,Narrow fabric mills and schiffli machine embroidery,0,0,0,0,0,0,WA_039
113,Nonwoven fabric mills,0,0,0,0,0,0,WA_039
114,Knit fabric mills,0,0,0,0,0,0,WA_039
115,Textile and fabric finishing mills,0,0,0,0,0,0,WA_039
116,Fabric coating mills,0,0,0,0,0,0,WA_039
117,Carpet and rug mills,0,0,0,0,0,0,WA_039
118,Curtain and linen mills,0,0,0,0,0,0,WA_039
119,Textile bag and canvas mills,0,0,0,0,0,0,WA_039
120,"Rope, cordage, twine, tire cord and tire fabric mills",0,0,0,0,0,0,WA_039
121,Other textile product mills,1.1037616,112765.8671875,0,8302.9941,0,1777.6395,WA_039
122,Hosiery and sock mills,0,0,0,0,0,0,WA_039
123,Other apparel knitting mills,0,0,0,0,0,0,WA_039
124,Cut and sew apparel contractors,2.0798059,97815.5078125,0,32525,0,4451.2886,WA_039
125,Mens and boys cut and sew apparel manufacturing,0,0,0,0,0,0,WA_039
126,Womens and girls cut and sew apparel manufacturing,0,0,0,0,0,0,WA_039
127,Other cut and sew apparel manufacturing,0,0,0,0,0,0,WA_039
128,Apparel accessories and other apparel manufacturing,0,0,0,0,0,0,WA_039
129,Leather and hide tanning and finishing,0,0,0,0,0,0,WA_039
130,Footwear manufacturing,0,0,0,0,0,0,WA_039
131,Other leather and allied product manufacturing,18.376034,1958390.25,1138697.4,-391167,12338.213,14659.487,WA_039
132,Sawmills,514.0473,178524624,52362060,80777.227,21419744,1285081.1,WA_039
133,Wood preservation,0,0,0,0,0,0,WA_039
134,Veneer and plywood manufacturing,113.40987,36570132,10555353,40577.703,4329426,261195.03,WA_039
135,Engineered wood member and truss manufacturing,0,0,0,0,0,0,WA_039
136,Reconstituted wood product manufacturing,0,0,0,0,0,0,WA_039
137,Wood windows and door manufacturing,0,0,0,0,0,0,WA_039
138,"Cut stock, resawing lumber, and planing",0,0,0,0,0,0,WA_039
139,"Other millwork, including flooring",0,0,0,0,0,0,WA_039
140,Wood container and pallet manufacturing,0,0,0,0,0,0,WA_039
141,Manufactured home (mobile home) manufacturing,0,0,0,0,0,0,WA_039
142,Prefabricated wood building manufacturing,18.417889,3163689.25,975186.19,51354.293,125480.83,27819.871,WA_039
143,All other miscellaneous wood product manufacturing,0,0,0,0,0,0,WA_039
144,Pulp mills,0,0,0,0,0,0,WA_039
145,Paper mills,.45367333,274724.75,0,12687.846,0,3568.3376,WA_039
146,Paperboard mills,0,0,0,0,0,0,WA_039
147,Paperboard container manufacturing,0,0,0,0,0,0,WA_039
148,Paper bag and coated and treated paper manufacturing,0,0,0,0,0,0,WA_039
149,Stationery product manufacturing,0,0,0,0,0,0,WA_039
150,Sanitary paper product manufacturing,0,0,0,0,0,0,WA_039
151,All other converted paper product manufacturing,0,0,0,0,0,0,WA_039
152,Printing,5.7996778,598795.1875,25051.242,53397.801,7260.2231,10202.372,WA_039
153,Support activities for printing,0,0,0,0,0,0,WA_039
154,Petroleum refineries,.66126424,4358187.5,0,1493.0254,0,19351.271,WA_039
155,Asphalt paving mixture and block manufacturing,0,0,0,0,0,0,WA_039
156,Asphalt shingle and coating materials manufacturing,0,0,0,0,0,0,WA_039
157,Petroleum lubricating oil and grease manufacturing,0,0,0,0,0,0,WA_039
158,All other petroleum and coal products manufacturing,0,0,0,0,0,0,WA_039
159,Petrochemical manufacturing,0,0,0,0,0,0,WA_039
160,Industrial gas manufacturing,0,0,0,0,0,0,WA_039
161,Synthetic dye and pigment manufacturing,0,0,0,0,0,0,WA_039
162,Other basic inorganic chemical manufacturing,0,0,0,0,0,0,WA_039
163,Other basic organic chemical manufacturing,0,0,0,0,0,0,WA_039
164,Plastics material and resin manufacturing,0,0,0,0,0,0,WA_039
165,Synthetic rubber manufacturing,0,0,0,0,0,0,WA_039
166,Artificial and synthetic fibers and filaments manufacturing,0,0,0,0,0,0,WA_039
167,Nitrogenous fertilizer manufacturing,0,0,0,0,0,0,WA_039
168,Phosphatic fertilizer manufacturing,0,0,0,0,0,0,WA_039
169,Fertilizer mixing,0,0,0,0,0,0,WA_039
170,Pesticide and other agricultural chemical manufacturing,0,0,0,0,0,0,WA_039
171,Medicinal and botanical manufacturing,0,0,0,0,0,0,WA_039
172,Pharmaceutical preparation manufacturing,0,0,0,0,0,0,WA_039
173,In-vitro diagnostic substance manufacturing,0,0,0,0,0,0,WA_039
174,Biological product (except diagnostic) manufacturing,0,0,0,0,0,0,WA_039
175,Paint and coating manufacturing,0,0,0,0,0,0,WA_039
176,Adhesive manufacturing,0,0,0,0,0,0,WA_039
177,Soap and other detergent manufacturing,3.2729149,2802224.75,0,5673.1514,0,59257.227,WA_039
178,Polish and other sanitation good manufacturing,0,0,0,0,0,0,WA_039
179,Surface active agent manufacturing,0,0,0,0,0,0,WA_039
180,Toilet preparation manufacturing,0,0,0,0,0,0,WA_039
181,Printing ink manufacturing,0,0,0,0,0,0,WA_039
182,Explosives manufacturing,0,0,0,0,0,0,WA_039
183,Custom compounding of purchased resins,0,0,0,0,0,0,WA_039
184,Photographic film and chemical manufacturing,0,0,0,0,0,0,WA_039
185,Other miscellaneous chemical product manufacturing,0,0,0,0,0,0,WA_039
186,Plastics packaging materials and unlaminated film and sheet manufacturing,0,0,0,0,0,0,WA_039
187,Unlaminated plastics profile shape manufacturing,0,0,0,0,0,0,WA_039
188,Plastics pipe and pipe fitting manufacturing,0,0,0,0,0,0,WA_039
